"symbol","logFC","P.Value","chr","description"
"Sft2d1",-0.0283122539204719,0.7206,"17","SFT2 domain containing 1"
"Tapt1",0.0283083006105205,0.5132,"5","transmembrane anterior posterior transformation 1"
"Nup205",0.0283028129941068,0.7752,"6","nucleoporin 205"
"Tmem33",-0.028293806617441,0.7622,"5","transmembrane protein 33"
"Zzz3",-0.0282910943679893,0.4832,"3","zinc finger, ZZ domain containing 3"
"Pdcd2l",0.0282782973174145,0.708,"7","programmed cell death 2-like"
"Tnxb",0.0282729903598051,0.8496,"17","tenascin XB"
"Polr3b",-0.0282580494585676,0.783,"10","polymerase (RNA) III (DNA directed) polypeptide B"
"Mmachc",0.0282546865024602,0.752,"4","methylmalonic aciduria cblC type, with homocystinuria"
"Phf6",-0.0282539946239613,0.8038,"X","PHD finger protein 6"
"Rac3",0.0282464464221328,0.647,"11","Rac family small GTPase 3"
"Qser1",0.0282407593429408,0.7558,"2","glutamine and serine rich 1"
"Zfp276",0.028235804372474,0.7726,"8","zinc finger protein (C2H2 type) 276"
"Mterf4",0.0282181658343461,0.7418,"1","mitochondrial transcription termination factor 4"
"Aatf",0.0282035835005807,0.7092,"11","apoptosis antagonizing transcription factor"
"Yars",0.0281801596033029,0.7706,"4","tyrosyl-tRNA synthetase"
"Snhg12",0.0281777614351331,0.8338,"4","small nucleolar RNA host gene 12"
"Trabd",0.0281767483347863,0.6818,"15","TraB domain containing"
"Atxn2l",-0.0281560656958506,0.8506,"7","ataxin 2-like"
"Fam135a",0.0281556796915714,0.805,"1","family with sequence similarity 135, member A"
"Kcnab2",0.028153831518873,0.7884,"4","potassium voltage-gated channel, shaker-related subfamily, beta member 2"
"8030462N17Rik",-0.028136041791976,0.6838,"18","RIKEN cDNA 8030462N17 gene"
"Ptprn2",-0.0281348816845473,0.7952,"12","protein tyrosine phosphatase, receptor type, N polypeptide 2"
"Cacng7",0.0281345834628084,0.712,"7","calcium channel, voltage-dependent, gamma subunit 7"
"Spast",0.0281289203068509,0.5312,"17","spastin"
"Rock2",0.0281223181788466,0.7138,"12","Rho-associated coiled-coil containing protein kinase 2"
"Bclaf1",0.0281222166403934,0.7298,"10","BCL2-associated transcription factor 1"
"Exoc6",-0.028114096701918,0.8282,"19","exocyst complex component 6"
"Negr1",0.0280863971732543,0.7516,"3","neuronal growth regulator 1"
"Dck",-0.0280837144238797,0.8384,"5","deoxycytidine kinase"
"Zswim6",-0.0280783438480832,0.8564,"13","zinc finger SWIM-type containing 6"
"Tars",0.02807023141784,0.5882,"15","threonyl-tRNA synthetase"
"Pan2",-0.0280689850215072,0.8128,"10","PAN2 poly(A) specific ribonuclease subunit"
"Ndufaf1",0.0280670630990398,0.6426,"2","NADH:ubiquinone oxidoreductase complex assembly factor 1"
"Tmem263",0.0280600993637243,0.689,"10","transmembrane protein 263"
"Sez6l",-0.0280507902139409,0.5132,"5","seizure related 6 homolog like"
"Nfat5",-0.0280455486376896,0.8188,"8","nuclear factor of activated T cells 5"
"Elovl4",0.0280398290025721,0.5858,"9","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4"
"Egln3",0.0280366181440006,0.71,"12","egl-9 family hypoxia-inducible factor 3"
"Mboat7",0.0280186751799762,0.5584,"7","membrane bound O-acyltransferase domain containing 7"
"Soat1",-0.0280127301306523,0.8146,"1","sterol O-acyltransferase 1"
"Mlh3",-0.0280091596573051,0.6008,"12","mutL homolog 3"
"Pcyox1",0.0280061126929265,0.6204,"6","prenylcysteine oxidase 1"
"Arfgap1",0.0280032335651734,0.724,"2","ADP-ribosylation factor GTPase activating protein 1"
"Mtmr14",0.0279946072285373,0.7392,"6","myotubularin related protein 14"
"Usp53",0.0279864641761609,0.847,"3","ubiquitin specific peptidase 53"
"Pitrm1",-0.0279668535476247,0.5658,"13","pitrilysin metallepetidase 1"
"Ank2",-0.0279664957686734,0.7456,"3","ankyrin 2, brain"
"Rnft2",0.027963699109498,0.642,"5","ring finger protein, transmembrane 2"
"Rpp25",0.0279613309782221,0.795,"9","ribonuclease P/MRP 25 subunit"
"C2cd2",0.0279438561239256,0.7238,"16","C2 calcium-dependent domain containing 2"
"Dnal4",0.0279429719048503,0.7736,"15","dynein, axonemal, light chain 4"
"Lcmt1",0.0279367456899049,0.7024,"7","leucine carboxyl methyltransferase 1"
"Adcy9",-0.0279366263496499,0.5764,"16","adenylate cyclase 9"
"Mindy1",0.0279358398520877,0.6172,"3","MINDY lysine 48 deubiquitinase 1"
"Bud13",-0.0279308548602524,0.664,"9","BUD13 homolog"
"Rcn2",0.0279201937961586,0.6678,"9","reticulocalbin 2"
"Lamp2",-0.027916111451364,0.7698,"X","lysosomal-associated membrane protein 2"
"Emc8",0.0279143645585762,0.6248,"8","ER membrane protein complex subunit 8"
"Brat1",0.0278924422988274,0.612,"5","BRCA1-associated ATM activator 1"
"Chga",0.0278918452877992,0.7236,"12","chromogranin A"
"Tkfc",0.0278887646660291,0.661,"19","triokinase, FMN cyclase"
"Tle2",-0.0278879333085911,0.852,"10","transducin-like enhancer of split 2"
"2210016F16Rik",-0.027887355625384,0.8122,"13","RIKEN cDNA 2210016F16 gene"
"Ttll11",0.0278783686312281,0.6518,"2","tubulin tyrosine ligase-like family, member 11"
"Calr",-0.0278782021941382,0.7168,"8","calreticulin"
"Mfap3",-0.0278759514560347,0.6658,"11","microfibrillar-associated protein 3"
"Faap20",0.0278755099173251,0.8008,"4","Fanconi anemia core complex associated protein 20"
"Pfkfb3",-0.0278714147602983,0.6698,"2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"Adgrb2",0.0278687544167706,0.6986,"4","adhesion G protein-coupled receptor B2"
"Rwdd2a",-0.0278590791177322,0.7702,"9","RWD domain containing 2A"
"Myo5a",-0.0278537824874547,0.8154,"9","myosin VA"
"Spidr",0.0278402337892292,0.7442,"16","scaffolding protein involved in DNA repair"
"Tspan3",0.027838957246809,0.657,"9","tetraspanin 3"
"Cops4",0.0278386300377793,0.648,"5","COP9 signalosome subunit 4"
"Ank",0.027823847261673,0.547,"15","progressive ankylosis"
"Tbc1d10a",0.0278150299570674,0.6314,"11","TBC1 domain family, member 10a"
"Slc35c1",0.0278049550178494,0.6118,"2","solute carrier family 35, member C1"
"Nudt12",0.0277840501240818,0.8132,"17","nudix (nucleoside diphosphate linked moiety X)-type motif 12"
"Crtc2",-0.0277822641313303,0.7858,"3","CREB regulated transcription coactivator 2"
"Irf2bp2",0.027762223019355,0.6756,"8","interferon regulatory factor 2 binding protein 2"
"Gon7",-0.0277587100118359,0.8476,"12","GON7 subunit of KEOPS complex"
"Washc4",-0.0277566977836559,0.8478,"10","WASH complex subunit 4"
"Naa35",0.0277543548340571,0.6012,"13","N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
"Tasp1",-0.0277506184083753,0.7716,"2","taspase, threonine aspartase 1"
"Ankrd46",0.0277416956138818,0.6336,"15","ankyrin repeat domain 46"
"Ccdc85a",0.0277402299950316,0.8076,"11","coiled-coil domain containing 85A"
"Kcnh2",0.0277360639900031,0.7904,"5","potassium voltage-gated channel, subfamily H (eag-related), member 2"
"Fjx1",-0.0277295015782766,0.6882,"2","four jointed box 1"
"Ago1",0.0277269029504774,0.6188,"4","argonaute RISC catalytic subunit 1"
"Cdr2l",0.0277256377791186,0.7004,"11","cerebellar degeneration-related protein 2-like"
"Diaph2",-0.0277145089051603,0.8266,"X","diaphanous related formin 2"
"Gas1",0.0277125969357255,0.7332,"13","growth arrest specific 1"
"Csnk2b",0.0277112266446817,0.717,"17","casein kinase 2, beta polypeptide"
"Erap1",-0.0277107391567104,0.7294,"13","endoplasmic reticulum aminopeptidase 1"
"Tsn",0.0277021765449579,0.5114,"1","translin"
"Dnm2",0.0276904249260497,0.6738,"9","dynamin 2"
"Ankrd11",-0.0276789664237551,0.7638,"8","ankyrin repeat domain 11"
"Tanc2",-0.0276644922103673,0.7594,"11","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"Cntn2",-0.0276450318019892,0.7472,"1","contactin 2"
"Tlcd1",-0.0276397971410227,0.745,"11","TLC domain containing 1"
"Kdelr1",0.0276391120386306,0.6598,"7","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1"
"Ranbp3",0.027637160416119,0.6872,"17","RAN binding protein 3"
"Baz2a",0.0276351693343564,0.7874,"10","bromodomain adjacent to zinc finger domain, 2A"
"Cnot9",0.0276274260466671,0.5692,"1","CCR4-NOT transcription complex, subunit 9"
"Ddx39b",0.0276251869666853,0.72,"17","DEAD box helicase 39b"
"Tspyl1",-0.0276136934730165,0.7988,"10","testis-specific protein, Y-encoded-like 1"
"Tradd",0.0276132167882621,0.8082,"8","TNFRSF1A-associated via death domain"
"Csnk2a1",0.0276076780272181,0.514,"2","casein kinase 2, alpha 1 polypeptide"
"Erlin1",0.027602553277335,0.7656,"19","ER lipid raft associated 1"
"Ehbp1l1",-0.0276003600186945,0.688,"19","EH domain binding protein 1-like 1"
"Chm",-0.0275959430835595,0.8812,"X","choroidermia (RAB escort protein 1)"
"Thoc6",0.0275850407730309,0.7468,"17","THO complex 6"
"Mybbp1a",0.0275800767338916,0.6718,"11","MYB binding protein (P160) 1a"
"Mapre1",0.027574033922658,0.5438,"2","microtubule-associated protein, RP/EB family, member 1"
"Slc25a12",-0.0275688520894271,0.603,"2","solute carrier family 25 (mitochondrial carrier, Aralar), member 12"
"Bag5",0.0275632144894047,0.6626,"12","BCL2-associated athanogene 5"
"Lrch3",-0.0275623808998224,0.8732,"16","leucine-rich repeats and calponin homology (CH) domain containing 3"
"Dlx2",0.0275601659248579,0.7628,"2","distal-less homeobox 2"
"Wdr77",-0.0275502955097009,0.6478,"3","WD repeat domain 77"
"Cyp2d22",0.0275465407412874,0.6472,"15","cytochrome P450, family 2, subfamily d, polypeptide 22"
"Pik3cd",0.0275437336418509,0.6812,"4","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"Uvssa",0.0275407044762805,0.8324,"5","UV stimulated scaffold protein A"
"Adam19",-0.0275333135140428,0.8048,"11","a disintegrin and metallopeptidase domain 19 (meltrin beta)"
"Vps16",0.0275326049087896,0.6066,"2","VSP16 CORVET/HOPS core subunit"
"Selenok",0.0275156979545761,0.8096,"14","selenoprotein K"
"Diras2",0.0274966972807311,0.5078,"13","DIRAS family, GTP-binding RAS-like 2"
"Gpd2",-0.0274893098083497,0.608,"2","glycerol phosphate dehydrogenase 2, mitochondrial"
"Cog2",0.0274833955183027,0.6678,"8","component of oligomeric golgi complex 2"
"Dnmt3a",0.027459807990061,0.8024,"12","DNA methyltransferase 3A"
"Sidt1",0.0274594763196125,0.6692,"16","SID1 transmembrane family, member 1"
"Wrnip1",0.0274581772608933,0.5986,"13","Werner helicase interacting protein 1"
"Bclaf3",-0.0274499463334945,0.756,"X","Bclaf1 and Thrap3 family member 3"
"B230206H07Rik",-0.0274490752069618,0.9106,"7","RIKEN cDNA B230206H07 gene"
"Trappc12",0.0274104052752042,0.4756,"12","trafficking protein particle complex 12"
"Clcn4",0.0274095451102152,0.4228,"7","chloride channel, voltage-sensitive 4"
"Laptm4a",0.0273834477879999,0.665,"12","lysosomal-associated protein transmembrane 4A"
"Crmp1",0.0273807036779452,0.6612,"5","collapsin response mediator protein 1"
"Bicd2",-0.0273796204402217,0.6718,"13","BICD cargo adaptor 2"
"H2bc4",-0.0273765648959925,0.8376,"13","H2B clustered histone 4"
"H3f3a",0.0273762111825873,0.7138,"1","H3.3 histone A"
"Arl5a",0.0273728390012158,0.7018,"2","ADP-ribosylation factor-like 5A"
"Wdr6",-0.0273405506742916,0.7046,"9","WD repeat domain 6"
"Syn1",0.0273381702389877,0.7832,"X","synapsin I"
"Dnajc18",0.0273236026140209,0.5844,"18","DnaJ heat shock protein family (Hsp40) member C18"
"Ugdh",0.0273214365693857,0.5944,"5","UDP-glucose dehydrogenase"
"Rab3b",0.0273202204714407,0.807,"4","RAB3B, member RAS oncogene family"
"Dop1b",-0.027319110387098,0.6706,"16","DOP1 leucine zipper like protein B"
"Nip7",0.0273175924597675,0.5596,"8","NIP7, nucleolar pre-rRNA processing protein"
"Bod1",0.0273167355377915,0.67,"11","biorientation of chromosomes in cell division 1"
"Pttg1ip",0.0273122639581871,0.4404,"10","pituitary tumor-transforming 1 interacting protein"
"P3h2",0.0273103997788122,0.8108,"16","prolyl 3-hydroxylase 2"
"Ube2r2",0.0272983895129935,0.7394,"4","ubiquitin-conjugating enzyme E2R 2"
"Dennd1b",-0.0272977129766279,0.7774,"1","DENN/MADD domain containing 1B"
"Paqr7",-0.0272930670110414,0.7,"4","progestin and adipoQ receptor family member VII"
"Ckmt1",0.0272872680364138,0.6022,"2","creatine kinase, mitochondrial 1, ubiquitous"
"Fam133b",-0.0272748449502407,0.7164,"5","family with sequence similarity 133, member B"
"Sp1",0.0272687247190202,0.7478,"15","trans-acting transcription factor 1"
"Psmd2",0.027267810318186,0.5526,"16","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"Zbtb49",0.027255944342448,0.8158,"5","zinc finger and BTB domain containing 49"
"Rundc1",-0.0272434570332596,0.4408,"11","RUN domain containing 1"
"Arrb1",0.0272347568077205,0.5472,"7","arrestin, beta 1"
"Socs2",0.0272298843899961,0.7692,"10","suppressor of cytokine signaling 2"
"Ypel4",0.0272282261104451,0.7258,"2","yippee like 4"
"Tifa",-0.027206225345997,0.7878,"3","TRAF-interacting protein with forkhead-associated domain"
"Gde1",0.0271980716473443,0.7316,"7","glycerophosphodiester phosphodiesterase 1"
"Ccdc92b",0.0271880258427197,0.6988,"11","coiled-coil domain containing 92B"
"Inpp5e",0.02718095973687,0.7126,"2","inositol polyphosphate-5-phosphatase E"
"Scarb1",0.027176885911846,0.6234,"5","scavenger receptor class B, member 1"
"Kmt2b",0.0271727541579967,0.7876,"7","lysine (K)-specific methyltransferase 2B"
"Cyp7b1",0.0271717018316462,0.7548,"3","cytochrome P450, family 7, subfamily b, polypeptide 1"
"Hif1an",0.0271650632471809,0.66,"19","hypoxia-inducible factor 1, alpha subunit inhibitor"
"Myt1l",-0.0271606250677259,0.8542,"12","myelin transcription factor 1-like"
"Igsf11",0.0271506952477907,0.637,"16","immunoglobulin superfamily, member 11"
"Rab34",0.0271331934847234,0.8612,"11","RAB34, member RAS oncogene family"
"Tbrg4",0.0271326131867706,0.691,"11","transforming growth factor beta regulated gene 4"
"Srp19",0.0271282005722657,0.6968,"18","signal recognition particle 19"
"Crppa",0.0271230997919245,0.7546,"12","CDP-L-ribitol pyrophosphorylase A"
"Npc2",-0.0271073845931289,0.7722,"12","NPC intracellular cholesterol transporter 2"
"Ankrd6",-0.0270995587056406,0.6242,"4","ankyrin repeat domain 6"
"Gna12",0.0270947801520869,0.7528,"5","guanine nucleotide binding protein, alpha 12"
"Cfap36",0.0270841710598013,0.5586,"11","cilia and flagella associated protein 36"
"Meaf6",0.0270548508129886,0.4304,"4","MYST/Esa1-associated factor 6"
"Dcdc2b",0.027052038915218,0.8852,"4","doublecortin domain containing 2b"
"Atp5k",0.0270451375089253,0.8892,"5","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E"
"Lrrc47",-0.027041916090293,0.7672,"4","leucine rich repeat containing 47"
"Ndufs2",0.027038122019853,0.5688,"1","NADH:ubiquinone oxidoreductase core subunit S2"
"Gna11",0.0270190668384211,0.7774,"10","guanine nucleotide binding protein, alpha 11"
"H2aj",0.0270188423894444,0.8404,"6","H2J.A histone"
"Lrrc10b",0.0270152076369667,0.809,"19","leucine rich repeat containing 10B"
"Ryk",0.0270053488583146,0.67,"9","receptor-like tyrosine kinase"
"Usp31",0.0269991650685668,0.7338,"7","ubiquitin specific peptidase 31"
"Klf8",-0.0269952737640469,0.8722,"X","Kruppel-like factor 8"
"Sall2",-0.0269851062275395,0.6174,"14","spalt like transcription factor 2"
"Atp11b",-0.026980126216503,0.826,"3","ATPase, class VI, type 11B"
"Rbms3",-0.0269787914488901,0.8546,"9","RNA binding motif, single stranded interacting protein"
"Ppa1",0.0269708419011927,0.668,"10","pyrophosphatase (inorganic) 1"
"Zfp251",0.0269704172014373,0.6358,"15","zinc finger protein 251"
"Nfx1",-0.0269564583174517,0.7152,"4","nuclear transcription factor, X-box binding 1"
"Mtmr6",-0.026953744602336,0.8048,"14","myotubularin related protein 6"
"Dusp5",0.0269529034272766,0.852,"19","dual specificity phosphatase 5"
"Scrn1",-0.0269489886371659,0.8022,"6","secernin 1"
"Shc2",0.0269483750454391,0.7242,"10","SHC (Src homology 2 domain containing) transforming protein 2"
"Poc1a",0.0269419779068536,0.8128,"9","POC1 centriolar protein A"
"Dnajc9",-0.0269405456708691,0.638,"14","DnaJ heat shock protein family (Hsp40) member C9"
"Prr5l",-0.0269347378324012,0.8584,"2","proline rich 5 like"
"Eif2b5",0.026933551478038,0.7138,"16","eukaryotic translation initiation factor 2B, subunit 5 epsilon"
"Gng12",0.0269190906011438,0.6194,"6","guanine nucleotide binding protein (G protein), gamma 12"
"Htr1b",-0.0269163940335173,0.8878,"9","5-hydroxytryptamine (serotonin) receptor 1B"
"Ice2",-0.0269146821779152,0.773,"9","interactor of little elongation complex ELL subunit 2"
"Amph",0.0269116465846837,0.6554,"13","amphiphysin"
"Ralgds",0.0269068688042413,0.7138,"2","ral guanine nucleotide dissociation stimulator"
"Paip2b",0.0269037217813821,0.6318,"6","poly(A) binding protein interacting protein 2B"
"Braf",-0.0268996395735392,0.7382,"6","Braf transforming gene"
"Nicn1",0.0268991720091654,0.5824,"9","nicolin 1"
"Ocel1",0.0268907261561828,0.7504,"8","occludin/ELL domain containing 1"
"Cmpk1",0.0268872019961126,0.6602,"4","cytidine monophosphate (UMP-CMP) kinase 1"
"Snx11",0.0268665259528289,0.6552,"11","sorting nexin 11"
"Dhodh",-0.0268608469617426,0.7384,"8","dihydroorotate dehydrogenase"
"6030458C11Rik",-0.0268587065801658,0.6216,"15","RIKEN cDNA 6030458C11 gene"
"Cog8",0.0268531438630788,0.574,"8","component of oligomeric golgi complex 8"
"Canx",-0.0268341607019806,0.6588,"11","calnexin"
"Pcdhgc3",-0.0268293003658222,0.8124,"18","protocadherin gamma subfamily C, 3"
"Cxxc5",0.026822686658214,0.7238,"18","CXXC finger 5"
"Ap1b1",0.0268203546700461,0.7188,"11","adaptor protein complex AP-1, beta 1 subunit"
"Mast4",-0.0268180248767314,0.8136,"13","microtubule associated serine/threonine kinase family member 4"
"Taf12",0.0268146928801887,0.7724,"4","TATA-box binding protein associated factor 12"
"Sft2d3",0.0268113780129484,0.6788,"18","SFT2 domain containing 3"
"Hsdl1",0.026802074324185,0.69,"8","hydroxysteroid dehydrogenase like 1"
"Upf1",0.0268010166263348,0.7246,"8","UPF1 regulator of nonsense transcripts homolog (yeast)"
"Nmi",-0.0267890723475586,0.8596,"2","N-myc (and STAT) interactor"
"Klhdc10",0.0267753031854641,0.3976,"6","kelch domain containing 10"
"Paqr9",0.0267751527416262,0.6696,"9","progestin and adipoQ receptor family member IX"
"Wnk3",0.0267734370125758,0.8346,"X","WNK lysine deficient protein kinase 3"
"Dusp6",-0.026772657699154,0.8334,"10","dual specificity phosphatase 6"
"Stpg1",0.0267713454960203,0.8554,"4","sperm tail PG rich repeat containing 1"
"Map2k1",-0.0267662616695912,0.7758,"9","mitogen-activated protein kinase kinase 1"
"Aloxe3",0.0267552749688784,0.792,"11","arachidonate lipoxygenase 3"
"Stmn1",0.0267540126275527,0.8234,"4","stathmin 1"
"Nyap1",0.0267493243662917,0.5478,"5","neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1"
"Snx25",0.0267481517416579,0.7156,"8","sorting nexin 25"
"Etfrf1",-0.0267345738131142,0.5196,"6","electron transfer flavoprotein regulatory factor 1"
"Ubald1",-0.0267314620567687,0.8396,"16","UBA-like domain containing 1"
"Extl3",0.0267251242245958,0.6528,"14","exostosin-like glycosyltransferase 3"
"Aptx",-0.0267242112752504,0.6264,"4","aprataxin"
"C330018D20Rik",-0.0267238030778212,0.7274,"18","RIKEN cDNA C330018D20 gene"
"BC031181",0.0267173355435641,0.7438,"18","cDNA sequence BC031181"
"Armh4",0.026712987074172,0.8412,"14","armadillo-like helical domain containing 4"
"Znhit3",0.0267111594453389,0.7494,"11","zinc finger, HIT type 3"
"Porcn",0.0267073288470483,0.6906,"X","porcupine O-acyltransferase"
"Mob2",0.0267044341599432,0.7748,"7","MOB kinase activator 2"
"Pikfyve",-0.0267014895852498,0.7996,"1","phosphoinositide kinase, FYVE type zinc finger containing"
"Pank2",-0.0266936182932422,0.485,"2","pantothenate kinase 2"
