"symbol","logFC","P.Value","chr","description"
"Prr32",-0.372487819870566,0.658,"X","proline rich 32"
"Syde2",0.372369407193377,0.0864,"3","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
"Plek",0.37139636837681,0.402,"11","pleckstrin"
"Rps19bp1",-0.371349711514656,0.2348,"15","ribosomal protein S19 binding protein 1"
"Pltp",-0.370614481765697,0.2956,"2","phospholipid transfer protein"
"Cdc25a",0.369969018491574,0.1696,"9","cell division cycle 25A"
"Mirg",-0.369948588857752,0.1844,"12","miRNA containing gene"
"Emcn",-0.369603106746088,0.1668,"3","endomucin"
"Azin1",0.369436094846595,0.0584,"15","antizyme inhibitor 1"
"Ncf1",0.369349484101892,0.6204,"5","neutrophil cytosolic factor 1"
"Adam19",0.368475838146394,0.1704,"11","a disintegrin and metallopeptidase domain 19 (meltrin beta)"
"Tnr",0.367201440413845,0.5596,"1","tenascin R"
"Adamts8",0.367144823116544,0.2224,"9","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8"
"Sox17",-0.366451448294394,0.3528,"1","SRY (sex determining region Y)-box 17"
"Atox1",-0.366110957923977,0.292,"11","antioxidant 1 copper chaperone"
"Robo1",0.365976978426188,0.2756,"16","roundabout guidance receptor 1"
"Neil1",-0.365698345588661,0.0868,"9","nei endonuclease VIII-like 1 (E. coli)"
"Rel",0.365548767085196,0.1772,"11","reticuloendotheliosis oncogene"
"Insc",-0.365115342069162,0.304,"7","INSC spindle orientation adaptor protein"
"Tarbp2",-0.364980854011494,0.0376,"15","TARBP2, RISC loading complex RNA binding subunit"
"Myo1b",0.36487574350747,0.3692,"1","myosin IB"
"Gad2",0.364762512554837,0.1496,"2","glutamic acid decarboxylase 2"
"Alyref2",-0.364574204889233,0.1048,"1","Aly/REF export factor 2"
"Plcxd2",0.364411825587264,0.1148,"16","phosphatidylinositol-specific phospholipase C, X domain containing 2"
"Metrn",-0.364276753342439,0.3116,"17","meteorin, glial cell differentiation regulator"
"Nnat",-0.364173010176772,0.1132,"2","neuronatin"
"Arx",0.364038446749662,0.0248,"X","aristaless related homeobox"
"Usp9x",0.363728638789049,0.49,"X","ubiquitin specific peptidase 9, X chromosome"
"Psrc1",-0.363399409134373,0.0652,"3","proline/serine-rich coiled-coil 1"
"Rpl21",-0.362977116435777,0.2872,"5","ribosomal protein L21"
"Laptm5",0.362539482154153,0.6824,"4","lysosomal-associated protein transmembrane 5"
"Hdhd5",-0.362345213835519,0.0392,"6","haloacid dehalogenase like hydrolase domain containing 5"
"Pakap",0.362255300086232,0.1364,"4","paralemmin A kinase anchor protein"
"Pakap",0.362255300086232,0.1364,"4","paralemmin A kinase anchor protein"
"Pakap",0.362255300086232,0.1364,"4","paralemmin A kinase anchor protein"
"Abhd14a",-0.362162723050711,0.1972,"9","abhydrolase domain containing 14A"
"Kcnma1",0.362161000026555,0.3436,"14","potassium large conductance calcium-activated channel, subfamily M, alpha member 1"
"Naprt",-0.362102786035637,0.1376,"15","nicotinate phosphoribosyltransferase"
"Nudt12",0.360883637410136,0.084,"17","nudix (nucleoside diphosphate linked moiety X)-type motif 12"
"Spint2",-0.360819551078066,0.5036,"7","serine protease inhibitor, Kunitz type 2"
"Ppox",-0.360736298272931,0.098,"1","protoporphyrinogen oxidase"
"B3gat2",0.360441990384206,0.0168,"1","beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)"
"Nup35",-0.36039323997608,0.0712,"2","nucleoporin 35"
"Tcerg1l",0.360272035244947,0.0832,"7","transcription elongation regulator 1-like"
"Adgrl2",-0.359582879030866,0.5672,"3","adhesion G protein-coupled receptor L2"
"Unc5c",0.359463357355337,0.0944,"3","unc-5 netrin receptor C"
"Palm3",-0.358944811825314,0.0928,"8","paralemmin 3"
"Pcdh11x",0.358708203576872,0.2796,"X","protocadherin 11 X-linked"
"Pdpr",0.358374709440281,0.4852,"8","pyruvate dehydrogenase phosphatase regulatory subunit"
"Lysmd3",0.358302103435343,0.354,"13","LysM, putative peptidoglycan-binding, domain containing 3"
"Kcne2",0.358097146968687,0.7956,"16","potassium voltage-gated channel, Isk-related subfamily, gene 2"
"Ddc",0.357926132850582,0.2848,"11","dopa decarboxylase"
"Selplg",0.357869747636049,0.7524,"5","selectin, platelet (p-selectin) ligand"
"Klk8",-0.35773554208517,0.2076,"7","kallikrein related-peptidase 8"
"Lig4",0.357555127262966,0.2244,"8","ligase IV, DNA, ATP-dependent"
"Egr4",-0.35749058906047,0.394,"6","early growth response 4"
"Zfp804a",0.356621934135001,0,"2","zinc finger protein 804A"
"Trmt44",-0.355800309130001,0.0064,"5","tRNA methyltransferase 44"
"Mob1b",0.355745314954148,0.3708,"5","MOB kinase activator 1B"
"Tspan17",-0.355552626850517,0.1628,"13","tetraspanin 17"
"H2-K2",-0.355428439003071,0.1816,"17","histocompatibility 2, K region locus 2"
"Slc16a11",-0.355377149499756,0.018,"11","solute carrier family 16 (monocarboxylic acid transporters), member 11"
"Syt6",0.355171550700839,0.3912,"3","synaptotagmin VI"
"Marchf1",0.355033996495328,0.2452,"8","membrane associated ring-CH-type finger 1"
"Sqor",-0.354645548552322,0.0644,"2","sulfide quinone oxidoreductase"
"Gpr137b",-0.354522715906856,0,"13","G protein-coupled receptor 137B"
"Fbn2",-0.354503770405681,0.4964,"18","fibrillin 2"
"Slc26a8",-0.354150189445738,0.2356,"17","solute carrier family 26, member 8"
"Ttbk2",0.353972753215268,0.1132,"2","tau tubulin kinase 2"
"Fbxw9",-0.353523712004645,0.0432,"8","F-box and WD-40 domain protein 9"
"Ccdc61",-0.353335255348387,0.1552,"7","coiled-coil domain containing 61"
"Dsp",0.352988594842389,0.102,"13","desmoplakin"
"Acsl3",0.352786169961476,0.0184,"1","acyl-CoA synthetase long-chain family member 3"
"Pcdhb11",0.352705328361683,0.06,"18","protocadherin beta 11"
"Rpl28",-0.351915740115585,0.306,"7","ribosomal protein L28"
"Clic1",-0.351485664105772,0.0084,"17","chloride intracellular channel 1"
"Tfcp2l1",0.351406174240229,0.142,"1","transcription factor CP2-like 1"
"Snx8",-0.351384492814567,0.1804,"5","sorting nexin 8"
"Itga10",-0.351159620543654,0.3648,"3","integrin, alpha 10"
"Strip2",0.350530537708369,0.2292,"6","striatin interacting protein 2"
"Mtg2",-0.350194459476762,0.1552,"2","mitochondrial ribosome associated GTPase 2"
"Tmem238",-0.350046858684265,0.3304,"7","transmembrane protein 238"
"9930021J03Rik",0.349651274240877,0.0336,"19","RIKEN cDNA 9930021J03 gene"
"Dpy19l4",0.349636285877739,0.5292,"4","dpy-19-like 4 (C. elegans)"
"Htra4",-0.349583447544185,0.2356,"8","HtrA serine peptidase 4"
"Wnk4",-0.349336490252862,0.1232,"11","WNK lysine deficient protein kinase 4"
"Ogn",0.349329746309033,0.4704,"13","osteoglycin"
"Bach2",0.34922745330146,0.1872,"4","BTB and CNC homology, basic leucine zipper transcription factor 2"
"Mme",0.349214803920804,0.724,"3","membrane metallo endopeptidase"
"Kcna4",0.349196072545131,0.1048,"2","potassium voltage-gated channel, shaker-related subfamily, member 4"
"Sh3bgrl2",0.349099160089059,0.2108,"9","SH3 domain binding glutamic acid-rich protein like 2"
"Agmo",0.348814837652591,0.0648,"12","alkylglycerol monooxygenase"
"Ccdc177",0.348716930913914,0.0364,"12","coiled-coil domain containing 177"
"Ppargc1a",0.348088852849463,0.0964,"5","peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
"Cdk2ap1",-0.347953497392273,0.1144,"5","CDK2 (cyclin-dependent kinase 2)-associated protein 1"
"Traip",-0.347317167079568,0.3184,"9","TRAF-interacting protein"
"Rpl37",-0.347134409709365,0.3588,"15","ribosomal protein L37"
"Rpl37",-0.347134409709365,0.3588,"15","ribosomal protein L37"
"Galnt10",0.347093210215403,0.3272,"11","polypeptide N-acetylgalactosaminyltransferase 10"
"Rps8",-0.347046465227773,0.3108,"4","ribosomal protein S8"
"Rps8",-0.347046465227773,0.3108,"4","ribosomal protein S8"
"Necab1",0.346658837810282,0.4492,"4","N-terminal EF-hand calcium binding protein 1"
"Slc26a2",0.346655603408033,0.6548,"18","solute carrier family 26 (sulfate transporter), member 2"
"Slirp",-0.346504163072257,0.1376,"12","SRA stem-loop interacting RNA binding protein"
"Nudt2",-0.34637248360366,0.2056,"4","nudix (nucleoside diphosphate linked moiety X)-type motif 2"
"0610012G03Rik",-0.346240795170909,0.3024,"16","RIKEN cDNA 0610012G03 gene"
"Chrac1",-0.346084336366892,0.0948,"15","chromatin accessibility complex 1"
"Rtl4",0.345686140758459,0,"X","retrotransposon Gag like 4"
"Ndufc1",-0.345500714030775,0.2648,"3","NADH:ubiquinone oxidoreductase subunit C1"
"Ndufa7",-0.345266231173429,0.1912,"17","NADH:ubiquinone oxidoreductase subunit A7"
"Mex3b",0.344591315715537,0,"7","mex3 RNA binding family member B"
"C4a",-0.344547546153569,0.3896,"17","complement component 4A (Rodgers blood group)"
"Ramp2",-0.344532988838613,0.2176,"11","receptor (calcitonin) activity modifying protein 2"
"Echdc1",0.344495296808733,0.0232,"10","enoyl Coenzyme A hydratase domain containing 1"
"Sphkap",0.344174290094156,0.1144,"1","SPHK1 interactor, AKAP domain containing"
"Bcat2",-0.344103806457519,0.1628,"7","branched chain aminotransferase 2, mitochondrial"
"Rgcc",-0.343788000256398,0.234,"14","regulator of cell cycle"
"Rps18",-0.343571835395328,0.2288,"17","ribosomal protein S18"
"Fmc1",-0.343442824725832,0.2196,"6","formation of mitochondrial complex V assembly factor 1"
"Ulk4",-0.343181808057777,0.0488,"9","unc-51-like kinase 4"
"Als2cl",-0.343013192752898,0.3688,"9","ALS2 C-terminal like"
"Cflar",0.342934906900027,0.0628,"1","CASP8 and FADD-like apoptosis regulator"
"Pcdhb3",-0.342849960789795,0.1336,"18","protocadherin beta 3"
"Tmem134",-0.342120749677064,0.266,"19","transmembrane protein 134"
"Yod1",0.34197936379765,0.3216,"1","YOD1 deubiquitinase"
"Timm13",-0.341896224541709,0.3256,"10","translocase of inner mitochondrial membrane 13"
"Mapk15",-0.341860649661737,0.52,"15","mitogen-activated protein kinase 15"
"Tmem205",-0.34110584979649,0.2104,"9","transmembrane protein 205"
"Mospd2",0.34104607829979,0.0232,"X","motile sperm domain containing 2"
"Sult1a1",0.340957387264728,0.298,"7","sulfotransferase family 1A, phenol-preferring, member 1"
"Cmc4",-0.340876102547189,0.2724,"X","C-x(9)-C motif containing 4"
"Atad5",0.340854515763241,0.072,"11","ATPase family, AAA domain containing 5"
"Ipp",0.340724376580955,0.3136,"4","IAP promoted placental gene"
"Pllp",-0.340384096281313,0.202,"8","plasma membrane proteolipid"
"Tm4sf1",-0.339995169391514,0.3608,"3","transmembrane 4 superfamily member 1"
"Bcam",-0.339959979712496,0.2084,"7","basal cell adhesion molecule"
"Pdrg1",-0.339952708965332,0.2208,"2","p53 and DNA damage regulated 1"
"Klhdc7a",0.339914853418184,0.124,"4","kelch domain containing 7A"
"Uba52",-0.33977346219335,0.3188,"8","ubiquitin A-52 residue ribosomal protein fusion product 1"
"Hopx",-0.339597920403678,0.224,"5","HOP homeobox"
"Anxa2",-0.339538695899662,0.374,"9","annexin A2"
"Dgcr6",-0.339507977830569,0.2024,"16","DiGeorge syndrome critical region gene 6"
"Ankrd44",0.339482286950026,0.12,"1","ankyrin repeat domain 44"
"Slc2a4rg-ps",-0.33943871593469,0.3776,"2","Slc2a4 regulator, pseudogene"
"Pcdhb16",0.339345253341401,0.2644,"18","protocadherin beta 16"
"Nexmif",0.339311109208068,0.128,"X","neurite extension and migration factor"
"Gbp7",-0.339211701801215,0.2836,"3","guanylate binding protein 7"
"Arhgap20",0.339138855254171,0.2644,"9","Rho GTPase activating protein 20"
"Elfn1",0.339084461865804,0.0856,"5","leucine rich repeat and fibronectin type III, extracellular 1"
"Gstt1",-0.338861280149846,0.372,"10","glutathione S-transferase, theta 1"
"Ssbp4",-0.338627826569514,0.1676,"8","single stranded DNA binding protein 4"
"Mtmr9",0.338586780598098,0.4208,"14","myotubularin related protein 9"
"Cacng5",0.338542316581562,0.2904,"11","calcium channel, voltage-dependent, gamma subunit 5"
"Rps28",-0.338471323743602,0.3044,"17","ribosomal protein S28"
"Vsir",0.338271545500653,0.8576,"10","V-set immunoregulatory receptor"
"St6gal2",0.33825956761638,0.308,"17","beta galactoside alpha 2,6 sialyltransferase 2"
"Rab34",-0.33820263593231,0.054,"11","RAB34, member RAS oncogene family"
"Cntnap4",0.337794062847925,0.3428,"8","contactin associated protein-like 4"
"Epc2",0.337499578789459,0.0784,"2","enhancer of polycomb homolog 2"
"Gucy1a2",0.337136684538883,0.2104,"9","guanylate cyclase 1, soluble, alpha 2"
"Shroom4",-0.337101202347744,0.622,"X","shroom family member 4"
"Wasl",0.33674093666997,0.0856,"6","WASP like actin nucleation promoting factor"
"Zfp692",-0.336730438770814,0.1688,"11","zinc finger protein 692"
"Sspo",0.336712164569044,0.6128,"6","SCO-spondin"
"Cdkl2",0.336562533336828,0.0172,"5","cyclin-dependent kinase-like 2 (CDC2-related kinase)"
"Ghdc",-0.336225199303135,0.0244,"11","GH3 domain containing"
"Lamtor4",-0.336093860651131,0.2888,"5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
"Relb",-0.335575191416124,0.0256,"7","avian reticuloendotheliosis viral (v-rel) oncogene related B"
"Zfp36l1",0.335156163284974,0.1544,"12","zinc finger protein 36, C3H type-like 1"
"Tmem145",-0.334758844023597,0.014,"7","transmembrane protein 145"
"Dnajb9",0.334499748676631,0.0072,"12","DnaJ heat shock protein family (Hsp40) member B9"
"Pcdhb14",0.334426731614691,0.1,"18","protocadherin beta 14"
"Serhl",-0.334322298438173,0.1992,"15","serine hydrolase-like"
"Cdkn1a",0.333918991596967,0.4704,"17","cyclin-dependent kinase inhibitor 1A (P21)"
"Tsr3",-0.33375779742904,0.1732,"17","TSR3 20S rRNA accumulation"
"Tbr1",0.333614221575648,0.0424,"2","T-box brain transcription factor 1"
"Igfbp7",-0.333563311419317,0.356,"5","insulin-like growth factor binding protein 7"
"Mrpl30",-0.333554519519569,0.238,"1","mitochondrial ribosomal protein L30"
"Trpc5",0.333406608084037,0.0832,"X","transient receptor potential cation channel, subfamily C, member 5"
"Mir1900",0.333372560903516,0.2792,"9","microRNA 1900"
"Ndufaf3",-0.333014923222928,0.1596,"9","NADH:ubiquinone oxidoreductase complex assembly factor 3"
"Svbp",-0.332996685298088,0.264,"4","small vasohibin binding protein"
"Prepl",0.332913301381971,0.3604,"17","prolyl endopeptidase-like"
"Kank1",0.332886791641603,0.1124,"19","KN motif and ankyrin repeat domains 1"
"Mertk",0.332351314333482,0.1676,"2","MER proto-oncogene tyrosine kinase"
"Espn",-0.332321190107358,0.1628,"4","espin"
"Scnn1a",-0.332120902250872,0.3188,"6","sodium channel, nonvoltage-gated 1 alpha"
"Sp3os",-0.332072817437531,0.1748,"2","trans-acting transcription factor 3, opposite strand"
"St8sia2",0.331823159880315,0.0936,"7","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
"Rbm3",-0.331809292788884,0.014,"X","RNA binding motif (RNP1, RRM) protein 3"
"Rbm3",-0.331809292788884,0.014,"X","RNA binding motif (RNP1, RRM) protein 3"
"Pcdhac2",0.331783205182161,0.5904,"18","protocadherin alpha subfamily C, 2"
"Peg10",0.331656699576459,0.1368,"6","paternally expressed 10"
"2310039H08Rik",-0.331456311247097,0.3084,"17","RIKEN cDNA 2310039H08 gene"
"Smyd2",-0.331395491746226,0.096,"1","SET and MYND domain containing 2"
"Scarf1",-0.331348492795839,0.04,"11","scavenger receptor class F, member 1"
"Aldh1a2",0.331347564040879,0.4708,"9","aldehyde dehydrogenase family 1, subfamily A2"
"Pttg1",-0.331161670250157,0.1652,"11","pituitary tumor-transforming gene 1"
"Htr1b",0.330821305908124,0.4292,"9","5-hydroxytryptamine (serotonin) receptor 1B"
"Qtrt1",-0.330762994695658,0.0636,"9","queuine tRNA-ribosyltransferase catalytic subunit 1"
"Clvs1",0.33075858185357,0.3016,"4","clavesin 1"
"Cnksr3",0.330605365519695,0.2212,"10","Cnksr family member 3"
"Kcnh3",-0.330528771703953,0.1644,"15","potassium voltage-gated channel, subfamily H (eag-related), member 3"
"Dlx2",0.330417039455009,0.0384,"2","distal-less homeobox 2"
"Ctxn2",-0.330167837023655,0.3124,"2","cortexin 2"
"Rgl2",-0.330036690084903,0.056,"17","ral guanine nucleotide dissociation stimulator-like 2"
"Adam8",-0.329913797138745,0.2856,"7","a disintegrin and metallopeptidase domain 8"
"Ctss",0.329792633899793,0.7912,"3","cathepsin S"
"Cpne9",0.32975891214012,0.3712,"6","copine family member IX"
"Nlgn1",0.329676423676657,0.1232,"3","neuroligin 1"
"Epha5",0.329523767944988,0.112,"5","Eph receptor A5"
"Plod2",0.329358652944442,0.0084,"9","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
"Igflr1",-0.329316402875742,0.1992,"7","IGF-like family receptor 1"
"Sema3d",0.329304931275439,0.3624,"5","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"
"Prkca",0.329171315489733,0.0492,"11","protein kinase C, alpha"
"Med11",-0.328812372835999,0.17,"11","mediator complex subunit 11"
"Erbb4",0.328757012929914,0.3348,"1","erb-b2 receptor tyrosine kinase 4"
"Dpm2",-0.328522247231014,0.1776,"2","dolichol-phosphate (beta-D) mannosyltransferase 2"
"Galnt3",-0.3285129109867,0.4984,"2","polypeptide N-acetylgalactosaminyltransferase 3"
"Kcnj6",0.32826363220961,0.4144,"16","potassium inwardly-rectifying channel, subfamily J, member 6"
"Pcdh9",0.328232834250583,0.0676,"14","protocadherin 9"
"Rps20",-0.327792483251519,0.3484,"4","ribosomal protein S20"
"Cpsf4l",-0.32755827598862,0.5736,"11","cleavage and polyadenylation specific factor 4-like"
"Pcdhga5",0.327450286081958,0.4884,"18","protocadherin gamma subfamily A, 5"
"Rasal2",0.327445872198791,0.2352,"1","RAS protein activator like 2"
"Bmpr2",0.327032063752649,0.054,"1","bone morphogenetic protein receptor, type II (serine/threonine kinase)"
"Rmdn2",0.326927959792644,0.2016,"17","regulator of microtubule dynamics 2"
"Heph",0.326817162035165,0.048,"X","hephaestin"
"Zfp870",0.326705096775571,0.0084,"17","zinc finger protein 870"
"Vwa3a",-0.326652251902283,0.1972,"7","von Willebrand factor A domain containing 3A"
"Mex3a",0.326523611502928,0.0444,"3","mex3 RNA binding family member A"
"Mgat1",-0.32650798558835,0.0376,"11","mannoside acetylglucosaminyltransferase 1"
"Tnfaip8l3",0.326290171250734,0.2548,"9","tumor necrosis factor, alpha-induced protein 8-like 3"
"Nfkbil1",-0.326250910371265,0.274,"17","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1"
"Snrpg",-0.326165091136715,0.2064,"6","small nuclear ribonucleoprotein polypeptide G"
"Cyp4f16",-0.325670849411446,0.0644,"17","cytochrome P450, family 4, subfamily f, polypeptide 16"
"Dnase1l2",-0.325597625207081,0.4396,"17","deoxyribonuclease 1-like 2"
"Nat9",-0.325552503423239,0.2068,"11","N-acetyltransferase 9 (GCN5-related, putative)"
"Taf7",0.325457886062218,0.02,"18","TATA-box binding protein associated factor 7"
"AI504432",0.325413661960217,0.1164,"3","expressed sequence AI504432"
"Fem1c",0.325230940998312,0.3596,"18","fem 1 homolog c"
"Zic2",0.325196264433921,0.0772,"14","zinc finger protein of the cerebellum 2"
"Kcnmb4",-0.325038571905161,0.1912,"10","potassium large conductance calcium-activated channel, subfamily M, beta member 4"
"Sema3e",0.324911812793073,0.1944,"5","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
"Zfp36l2",0.324793883151699,0.314,"17","zinc finger protein 36, C3H type-like 2"
"Gm14295",-0.324592433507129,0.2508,"2","predicted gene 14295"
"Gm14295",-0.324592433507129,0.2508,"2","predicted gene 14295"
"Iscu",-0.324466371062142,0.1664,"5","iron-sulfur cluster assembly enzyme"
"Odf3b",-0.324463094196972,0.4788,"15","outer dense fiber of sperm tails 3B"
"F2r",0.324444928417498,0.1704,"13","coagulation factor II (thrombin) receptor"
"Stxbp5l",0.32411420286433,0.1288,"16","syntaxin binding protein 5-like"
"Cpm",0.324101647477608,0.3644,"10","carboxypeptidase M"
